document_id,title,abstract,category
10621,Frequency tunable qubit control strategy,"Methods, systems and apparatus for implementing a target two-qubit quantum logic gate on a first qubit and second qubit using a tunable qubit coupler. In one aspect, a method includes generating a control signal for the target two-qubit quantum logic gate according to a control model, wherein the control model comprises a controlled-Z operator and a swap operator that are non-orthogonal; and applying the control signal to the first qubit, second qubit and tunable qubit coupler.",Methods of Building Qubits
26072,Apparatus and methods for gaussian boson sampling,"An apparatus includes a light source to provide a plurality of input optical modes in a squeezed state. The apparatus also includes a network of interconnected reconfigurable beam splitters (RBSs) configured to perform a unitary transformation of the plurality of input optical modes to generate a plurality of output optical modes. An array of photon counting detectors is in optical communication with the network of interconnected RBSs and configured to measure the number of photons in each mode of the plurality of the output optical modes after the unitary transformation. The apparatus also includes a controller operatively coupled to the light source and the network of interconnected RBSs. The controller is configured to control at least one of the squeezing factor of the squeezed state of light, the angle of the unitary transformation, or the phase of the unitary transformation.",Methods of Building Qubits
21623,Techniques for bidirectional transduction of quantum level signals between optical and microwave frequencies using a common acoustic intermediary,"Embodiments described herein include systems and techniques for converting (i.e., transducing) a quantum-level (e.g., single photon) signal between the three wave forms (i.e., optical, acoustic, and microwave). A suspended crystalline structure is used at the nanometer scale to accomplish the desired behavior of the system as described in detail herein. Transducers that use a common acoustic intermediary transform optical signals to acoustic signals and vice versa as well as microwave signals to acoustic signals and vice versa. Other embodiments described herein include systems and techniques for storing a qubit in phonon memory having an extended coherence time. A suspended crystalline structure with specific geometric design is used at the nanometer scale to accomplish the desired behavior of the system.",Methods of Building Qubits
21016,Power-aware transmission of quantum control signals,A computer-implemented method of selecting a power-optimal compression scheme for transmitting digital control signals from a classical interface of a quantum computer to a quantum processing unit (QPU) of the quantum computer is disclosed. The method involves receiving static and dynamic power consumption values associated with operations performable by the QPU; determining compression schemes implementable by the QPU; calculating total power consumption values associated with receiving and decompressing a representative control signal at the QPU using the compression schemes; and selecting the compression scheme having the lowest total power consumption value. A corresponding method for transmitting control signals from a classical interface of the quantum computer to the QPU is also disclosed in which a compressed control signal is transmitted from the classical interface to the QPU with one or more delays.,Applications of Quantum Computing
15194,Current-mode signal path of an integrated radio frequency pulse generator,"One or more systems, devices and/or methods of use provided herein relate to a device that can facilitate a signal generation. A current-mode end-to-end signal path can include a digital to analog converter (DAC) operating in current-mode and an upconverting mixer, operating in current-mode and operatively coupled to the DAC. Analog inputs and analog outputs of the DAC and the upconverting mixer can be represented as currents, and the DAC can generate a baseband signal. In one or more embodiments, a current source and a diode-connected transistor can be arranged in parallel in the current-mode signal path between a baseband filter and an output stage comprising the upconverting mixer. The device and/or system can be a radio frequency DAC. The diode-connected transistor can be programmable to vary gain and/or can be directly connected to the output stage absent a turnaround current mirror connected therebetween.",Methods of Building Qubits
11958,Systems and methods for quantum session authentication,"Systems, apparatuses, methods, and computer program products are disclosed for session authentication and random number generation. An example method includes receiving, by decoding circuitry and over a quantum line, a set of qbits generated based on a first set of quantum bases. The example method further includes decoding, by the decoding circuitry and based on a second set of quantum bases, the set of qbits to generate a decoded set of bits. In this example method, the first set of quantum bases is determined without reliance on the second set of quantum bases and the second set of quantum bases is determined without reliance on the first set of quantum bases. The example method further includes generating, by random number generation circuitry, a number comprising the decoded set of bits.",Methods of Building Qubits
24507,Quantum computing apparatus and associated methods,"An apparatus for a quantum computer comprising a memory device and a converter block, the memory device comprising: a local command module; and a double-buffer-memory module comprising a plurality of pairs of memory modules, each memory module: coupled to the local command module; and configured to store a respective operation for controlling a qubit of the quantum computer; wherein the local command module is configured to: receive an instruction to provide the operation for the qubit; read the operation from a respective one of the plurality of pairs of memory modules indicated by the instruction; and provide the operation to the converter block; wherein the converter block is configured to receive the operation from the memory device and provide digital output pulses, representative of the operation, to an output interface, the output interface configured to provide the digital output pulses to a digital-to-analogue converter for controlling the qubit to perform the operation.",Models of Manipulating Qubits for Computation
26318,Component for initializing a quantum dot,"An electronic component (10) is formed by a semiconductor component or a semiconductor-like structure having gate electrode assemblies (16, 18), for initializing the quantum mechanical state of a qubit.",Methods of Building Qubits
12970,Ion milling for frequency tuning of superconducting qubits,"A method of modifying a resonant frequency of a quantum device includes generating an ion beam having a beam energy and exposing a surface of the quantum device to the ion beam for an exposure time. The ion beam is incident onto the quantum device at an oblique angle that is less than 90 degrees as measured from the surface of the quantum device. The quantum device includes a Josephson junction, the ion beam exposing the quantum device proximate to the Josephson junction to modify a property of the Josephson junction, the property being associated with the resonant frequency of the quantum device.",Methods of Building Qubits
13866,Quantum logic circuit with weights and methods for use therewith,"A quantum circuit includes a plurality of Hadamard gates apply Hadamard transforms to a plurality of qubits in a corresponding plurality of initial states. A plurality of weighted oracle gates sequentially call a weighted oracle operator on the plurality of qubits to produce a sequence of quantum oracle calls, wherein the weighted oracle operator for the plurality of qubits applies an adjustable phase rotation at each of the quantum oracle calls in the sequence of quantum oracle calls. A plurality of diffusion gates apply a plurality of diffusion operators, wherein a selected one or more of a plurality of diffusion operators is applied after each of the quantum oracle calls in the sequence of quantum oracle calls. A measurement function generates a quantum computing result based on a measurement from the plurality of qubits, after the sequence of quantum oracle calls are applied and after the plurality of diffusion operators are applied.",Models of Manipulating Qubits for Computation
22125,Quantum data loader,"This disclosure relates generally to the field of quantum algorithms and quantum data loading, and more particularly to constructing quantum circuits for loading classical data into quantum states which reduces the computational resources of the circuit, e.g., number of qubits, depth of quantum circuit, and type of gates in the circuit.",Methods of Building Qubits
19600,"High-fidelity superconducting circuit structure, superconducting quantum chip, and superconducting quantum computer","The present disclosure discloses a high-fidelity superconducting circuit structure, a superconducting quantum chip, and a superconducting quantum computer, which relate to the field of quantum computation. The specific implementation is as follows: computation qubits; a coupling device configured to be coupled with two computation qubits, respectively; a connecting component disposed between a computation qubit and the coupling device to couple the computation qubit with the coupling device, so as to implement a target quantum gate based on the coupling device and the computation qubit.",Models of Manipulating Qubits for Computation
11816,Automated process for discovering optimal programs and circuits in new computing platforms,"A method for discovering optimal algorithms is provided. The method comprises defining a starting condition for a program defining a number of program targets, wherein the program targets map program user-specified inputs to expected outputs, defining a number of program objectives, and defining a number of program constraints. An iterative optimization problem is then initialized to solve for the resulting program. A determination is made if defined termination conditions have been met according to the program targets and optimization objectives. Responsive to the defined termination conditions not being met an update to the program is selected by addition or subtraction of operations, the updated program is evaluated according to the program targets, the number of program objectives are evaluated, and the optimization problem is re-iterated. Responsive to the defined termination conditions being met, the program is reassembled into an instruction set.",Applications of Quantum Computing
12860,Quantum dot based qubit devices with on-chip microcoil arrangements,"An array of quantum dot qubits (e.g., an array of spin qubits) relies on a gradient magnetic field to ensure that the qubits are separated in frequency in order to be individually addressable. Furthermore, a strong magnetic field gradient is required to electrically drive the electric dipole spin resonance (EDSR) of the qubits. Quantum dot devices disclosed herein use microcoil arrangements for providing a gradient magnetic field, the microcoil arrangements integrated on the same chip (e.g., on the same die or wafer) as quantum dot qubits themselves. Unlike previous approaches to quantum dot formation and manipulation, various embodiments of the quantum dot devices disclosed herein may enable improved control over magnetic fields and their gradients to realize better frequency targeting of individual qubits, help minimize adverse effects of charge noise on qubit decoherence and provide good scalability in the number of quantum dots included in the device.",Methods of Building Qubits
15089,"Method and apparatus for crosstalk analysis of qubits, computer device, and storage medium","This application relates to a method for analyzing crosstalk between qubits, performed by a terminal. The method includes identifying a first qubit and a second qubit; performing spectral quantum process tomography on quantum states corresponding to the first qubit and the second qubit, to obtain a first eigenspectrum of a signal function corresponding to the first qubit and a second eigenspectrum of a signal function corresponding to the second qubit; performing spectral quantum process tomography on the quantum states corresponding to the first qubit and the second qubit, to obtain a third eigenspectrum of a common signal function of the first qubit and the second qubit; and determining a crosstalk intensity between the first qubit and the second qubit based on the first eigenspectrum, the second eigenspectrum, and the third eigenspectrum.",Address Obstacles to Quantum Computation
19449,Modular and dynamic digital control in a quantum controller,"A quantum controller comprises a quantum control pulse generation circuit and digital signal management circuit. The quantum control pulse generation circuit is operable to generate a quantum control pulse which can be processed by any of a plurality of controlled circuits, and generate a first digital signal which can be routed to any of the plurality of controlled circuits. The digital signal management circuit is operable to detect, during runtime, to which one or more of the plurality of controlled circuits the first digital signal is to be routed, to manipulate the first digital signal based on the one or more of the plurality of controlled circuits to which the first digital signal is to be routed, where the manipulation results in one or more manipulated digital signals, and to route the one or more manipulated digital signals to one or more of the plurality of controlled circuits.",Methods of Building Qubits
13945,System and method for enabling an access to a physics-inspired computer and to a physics-inspired computer simulator,"A computing system and a method are disclosed for enabling a processing device to remotely access a computing platform over a network, wherein the computing platform comprises at least one physics-inspired computer simulator comprising tunable parameters, the computing system comprising a communications interface configured to receive a request, wherein the request comprises at least one computational task to process using at least one physics-inspired computer simulator comprising tunable parameters; a control unit operatively connected to the communications interface and to the at least one physics-inspired computer simulator comprising tunable parameters, the control unit configured to translate the request into instructions for the at least one physics-inspired computer simulator deliver the instructions to the at least one physics-inspired computer simulator to perform the at least one computational task, receive at least one corresponding solution; and a memory operatively connected to the to the control unit and the at least one physics-inspired computer simulator, the memory being configured to store one or more of the at least one computational task, a dataset contained in the request, the tunable parameters of the at least one physics-inspired computer simulator, and the at least one corresponding solution.",Models of Manipulating Qubits for Computation
28734,Apparatus and method for synthesizing quantum controls,"An example method for facilitating the generation of a control field for a quantum system is provided. The example method may include receiving quantum system experiment input parameters and generating a set of coefficients defining a plurality of controls. The plurality of controls may be provided as a weighted sum of basis functions that include discrete prolate spheroidal sequences. The example method may further include applying a gradient based optimization, synthesizing the plurality of controls, and configuring a waveform generator with the plurality of controls to enable the waveform generator to generate the control field.",Methods of Building Qubits
25589,Reprogrammable quantum processor architecture,A novel and useful quantum computing machine includes classic computing and quantum computing cores. A programmable pattern generator executes instructions that control the quantum core. A pulse generator generates the control signals input to the quantum core to perform quantum operations. A partial readout of the quantum state is re-injected into the quantum core to extend decoherence time. Access gates control movement of quantum particles in the quantum core. Errors are corrected from the readout before being re-injected into the quantum core. Internal and external calibration loops calculate error syndromes and calibrate control pulses input to the quantum core. Control of the quantum core is provided from an external support unit via the pattern generator or retrieved from classic memory where sequences of commands are stored in memory. A cryostat unit functions to cool the quantum computing core to approximately 4 Kelvin.,Models of Manipulating Qubits for Computation
20566,Amplifier frequency matching for qubit readout,"A quantum computing devices includes: a qubit; a readout device coupled to the qubit, the readout device including a frequency filter having a filter frequency range; and an amplifier device coupled to the readout device, in which the amplifier device is configured to amplify a measurement signal from the readout device upon receiving a pump signal having a pump frequency that is outside of the filter frequency range of the frequency filter.",Methods of Building Qubits
20978,Device-tailored model-free error correction in quantum processors,"Model-free error correction in quantum processors is provided, allowing tailoring to individual devices. In various embodiments, a quantum circuit is configured according to a plurality of configuration parameters. The quantum circuit comprises an encoding circuit and a decoding circuit. Each of a plurality of training states is input to the quantum circuit. The encoding circuit is applied to each of the plurality of training states and to a plurality of input syndrome qubits to produce encoded training states. The decoding circuit is applied to each of the encoded training states to determine a plurality of outputs. A fidelity of the quantum circuit is measured for the plurality of training states based on the plurality of outputs. The fidelity is provided to a computing node. The computing node determines a plurality of optimized configuration parameters. The optimized configuration parameters maximize the accuracy of the quantum circuit for the plurality of training states.",Address Obstacles to Quantum Computation
17169,Computer architecture for executing quantum programs,"A computer system, designed according to a particular architecture, compiles and execute a general quantum program. Computer systems designed in accordance with the architecture are suitable for use with a variety of programming languages and a variety of hardware backends. The architecture includes a classical computer and a quantum device (which may be remote from the local computer) which includes both classical execution units and a quantum processing unit (QPU).",Applications of Quantum Computing
10924,Semiconductor quantum device ESD protection,"An electrostatic discharge (ESD) protection circuit is configured to protect a target circuit that operates in a cryogenic temperature is provided. The ESD protection circuit connects a terminal of the target circuit and a ground potential with no connection to a bias potential. When the ESD protection circuit receives a voltage potential at the terminal of the target circuit, the ESD protection circuit (i) disallows electrical current to flow through from the received voltage potential when the device is at a cryogenic temperature and (ii) allows electrical current to flow through from the received voltage potential when the device is at a room temperature.",Methods of Building Qubits
19555,Fault-tolerant quantum error correction with a surface GKP code,"A fault tolerant quantum error correction protocol is implemented for a surface code comprising Gottesman Kitaev Preskill (GKP) qubits. Analog information is determined when measuring position or momentum shifts, wherein the analog information indicates a closeness of the shift to a decision boundary. The analog information may further be used to determine confidence values for error corrected measurements from the GKP qubits of the surface code.",Models of Manipulating Qubits for Computation
20111,Quantum reinforcement learning agent,"Systems, computer-implemented methods, and computer program products that can facilitate applying a reinforcement learning policy to available actions are described. According to an embodiment, a system can comprise a memory that stores computer executable components and a processor that executes the computer executable components stored in the memory. The computer executable components can comprise a state encoder that maps, based on one or more encoding parameters, a state of an environment on to one or more qubits of a quantum device. The system can further comprise a variational component that combines a reinforcement learning policy with a sampling of the one or more qubits, resulting, based on one or more variational parameters, in a probability distribution of a plurality of available actions at the state of the environment.",Applications of Quantum Computing
25407,Chip with bifunctional routing and associated method of manufacturing,"A functional chip includes a substrate including a first face and a second face, the second face of the substrate forming the front face of the functional chip; a first oxide layer on the first face of the substrate; a second oxide layer on the first oxide layer; a first routing level formed on the surface of the second oxide layer in contact with the first oxide layer; a third oxide layer on the second oxide layer wherein a semiconductor component is inserted; a rear face formed by the surface of the third oxide layer opposite the second oxide layer, the rear face including superconductor routing tracks surrounded at least partially by one or more conductor routing tracks, the semiconductor component being connected to the superconductor routing tracks via superconductor vias and the conductor routing tracks of the rear face being connected to the routing level via conductor vias.",Methods of Building Qubits
23705,Techniques for controlling small angle Mølmer-Sørensen gates and for handling asymmetric SPAM errors,"The disclosure describes various techniques to control of small angle Mølmer-Sørensen (MS) gates and to handle asymmetric errors. A technique is described that implements a two-qubit calibration circuit with two MS gates, where a parameter θ represents an amount of entanglement of the MS gate. The calibration circuit is run for several values of θ to measure observed parity signals that are direct measurements of the values of θ. Calibration information is generated that describes the relationship between θ and the parity signals, and such calibration information is then provided to arbitrarily calibrate one or more MS gates in a quantum simulation. Another technique is described for using the calibration information in quantum simulations, including for quantum chemistry simulations. Yet another technique is described for handling system-based asymmetric errors in the measurements of different qubit states in different types of quantum circuits, including, for example, the calibration circuit mentioned above.",Address Obstacles to Quantum Computation
21270,Cryogenic microfluidic cooling for photonic integrated circuits,"A method includes fabricating a device including a first dielectric layer, an optical waveguide in the first dielectric layer, and a superconducting circuit in the first dielectric layer and on the optical waveguide. The method also includes forming a sacrificial structure on the first dielectric layer, the sacrificial structure aligned with the superconducting circuit, depositing a second dielectric layer on the sacrificial structure, and cutting an opening in the second dielectric layer to expose the sacrificial structure. The method further includes wet etching the sacrificial structure through the opening and sealing the opening in the second dielectric layer with a third dielectric layer to form a micro-channel between the first dielectric layer and the second dielectric layer.",Methods of Building Qubits
18384,Systems and methods for hybrid quantum wireless communication network,"A wireless communications system includes a feedback processing unit for analyzing captured bandwidth data from a remote radio head, and a problem-type processor in operable communication with the feedback processing unit. The problem-type processor is configured to (i) analyze the captured bandwidth data to determine whether the captured bandwidth data presents one of a computational polynomial time problem and a non-deterministic polynomial-time hard (NP-hard) problem, and (ii) transmit problem-specific data based on the determination. The system further includes a communications processor in operable communication with the problem-type processor. The communications processor is configured to process polynomial time problem data from the transmitted problem-specific data. The system further includes a quantum computer in operable communication with the problem-type processor. The quantum computer is configured to process NP-hard problem data received from the transmitted problem-specific data.",Applications of Quantum Computing
21575,Method and apparatus for implementing on chip quantum random number generator using beta decay,"A method for constructing a quantum number generator is disclosed. The method employs an electrodeposited metal on a printed circuit board (PCB) or a glass container filled with tritium containing a scintillator or fluorophore, and an integrated circuit with a detector mounted on the PCB using a flip-chip methodology.",Methods of Building Qubits
12462,Quantum operating system utilizing multiple compilers,"A method, apparatus and product comprising: generating, by a first software compiler, an intermediate-level data structure based on a quantum program, the intermediate-level data structure is a Directed Acyclic Graph (DAG) that is a non-executable representation of the quantum program; initiating a first execution of the quantum program at the quantum execution platform by: obtaining, at a second software compiler, first real-time constraints on an availability of resources of the quantum execution platform for the first execution; generating, based on the first real-time constraints, a first quantum circuit that implements the DAG; and providing the first quantum circuit to the quantum execution platform to be executed thereon; and initiating a second execution of the quantum program at the quantum execution platform by: obtaining second real-time constraints on an availability of resources; generating a second quantum circuit; and providing the second quantum circuit to the quantum execution platform.",Applications of Quantum Computing
14452,"Fault tolerant computation method and apparatus for quantum Clifford circuit, device, and chip","This application discloses a fault tolerant computation method and device for a quantum Clifford circuit with reduced resource requirement. The method includes decomposing a quantum Clifford circuit into s logic Clifford circuits and preparing auxiliary quantum states corresponding to the s logic Clifford circuits. For each logic Clifford circuit, the method further includes teleporting an input quantum state corresponding to the logic Clifford circuit to an auxiliary qubit, processing a quantum state obtained after the teleportation by the logic Clifford circuit to obtain a corresponding output quantum state; measuring a corresponding error symptom based on the input quantum state and the auxiliary quantum state; and performing error correction on the output quantum state according to the error symptom to obtain an error-corrected output quantum state.",Models of Manipulating Qubits for Computation
15347,Quantum entanglement protection,"Quantum entanglement protection is disclosed. An entanglement checker receives, from a requestor, a request associated with a first qubit. In response to receiving the request, the entanglement checker accesses qubit entanglement information that identifies an entanglement status of the first qubit. The entanglement checker determines, based on the qubit entanglement information, the entanglement status of the first qubit, and sends a response to the requestor based on the entanglement status.",Applications of Quantum Computing
10010,Maintaining calibration in a quantum computing system,"In a general aspect, a method executed in a quantum computing system includes performing a calibration process in the quantum computing system to identify a value of a parameter of the quantum computing system. The method also includes analyzing a variation of the value in response to a change in a condition of the quantum computing system, thereby determining a stability of the parameter. The method additionally includes scheduling a recalibration of the parameter based on the stability of the parameter and executing a quantum algorithm in the quantum computing system based on the value of the parameter identified by the calibration process.",Address Obstacles to Quantum Computation
23746,Entity steering of a running quantum program,"Systems, computer-implemented methods, and computer program products to facilitate entity steering of a running quantum program are provided. According to an embodiment, a system can comprise a processor that executes computer executable components stored in memory. The computer executable components can comprise a steering component that adjusts at least one parameter corresponding to a running quantum program to define at least one modified parameter. The computer executable components can further comprise an execution component that executes one or more shots of the running quantum program based on the at least one modified parameter.",Applications of Quantum Computing
24287,Quantum-walk-based algorithm for classical optimization problems,"Example circuit implementations of Szegedy's quantization of the Metropolis-Hastings walk are presented. In certain disclosed embodiments, a quantum walk procedure of a Markov chain Monte Carlo simulation is implemented in which a quantum move register is reset at every step in the quantum walk. In further embodiments, a quantum walk procedure of a Markov chain Monte Carlo simulation is implemented in which an underlying classical walk is obtained using a Metropolis-Hastings rotation or a Glauber dynamics rotation. In some embodiments, a quantum walk procedure is performed in the quantum computing device to implement a Markov Chain Monte Carlo method; during the quantum walk procedure, an intermediate measurement is obtained; and a rewinding procedure of one or more but not all steps of the quantum walk procedure is performed if the intermediate measurement produces an incorrect outcome.",Applications of Quantum Computing
17343,Quantum dot devices with side and center screening gates,"Quantum dot devices with three of more accumulation gates provided over a single row of a quantum dot formation region are disclosed. Each accumulation gate is electrically coupled to a respective doped region. In this manner, multiple single electron transistors (SETs) are provided along the row. Side and/or center screening gates may be used to apply microwave pulses for qubit control and to control electrostatics so that source and drain regions of the multiple SETs with quantum dots formed along the single row of a quantum dot formation region are sufficiently isolated from one another. Such quantum dot devices provide strong spatial localization of the quantum dots, good control over quantum dot interactions and manipulation, good scalability in the number of quantum dots included in the device, and/or design flexibility in making electrical connections to the quantum dot devices to integrate the quantum dot devices in larger computing devices.",Methods of Building Qubits
21945,Systems and methods for pixel-based quantum state visualization,"Systems and methods for pixel-based quantum state visualization are disclosed. In one embodiment, a computer-based method for generating a visualization of a quantum state may include: (1) receiving, at a computer program executed by a computer processor, quantum input data comprising a plurality of outcomes for a quantum state, each outcome having a phase and a magnitude; (2) for each outcome, translating, by the computer program, the outcome into a pixel having a hue based on the phase and an intensity based on the magnitude; (3) plotting, by the computer program, the pixel on a pixel graph; and (4) outputting, by the computer program, the pixel graph to an output device.",Applications of Quantum Computing
24337,Techniques for error correction of a logical qubit and related systems and methods,"Techniques for quantum error correction of a multi-level system are provided and described. In some aspects, techniques for encoding a state of a multi-level quantum system include encoding a quantum information in a two-mode state of two quantum mechanical oscillators. Techniques for protecting the two-mode state against dephasing and energy loss are described.",Models of Manipulating Qubits for Computation
17220,"Data search method and apparatus based on quantum simulated algorithm, and device","A data search method based on a quantum simulated algorithm includes: creating a first search path according to a plurality of pieces of candidate data; obtaining a first processing function corresponding to the first search path, the first processing function comprising the plurality of coefficients, output values of the first processing function being determined by the first search path; traversing at least two value sets of the first search path; obtaining the output values of the first processing function based on a quantum simulated algorithm; respectively using, when the output values of the first processing function converge to a converging value, a plurality of values in a value set corresponding to the converging value as the values of the plurality of coefficients, to obtain a second search path; and searching for target data by using the second search path.",Applications of Quantum Computing
25098,Quantum dynamic network sever load management system,"Embodiments of the present invention provide a system for using quantum optimization to provide a real time network server load or capacity management system for dynamic update and resource allocation and outage prevention. Load management information is received from a plurality of information technology infrastructure devices (e.g., servers, network devices, storage systems, and end user devices) that make up an overall system network environment. When at least a portion of that load management information is too burdensome for a conventional computer apparatus, the information is formatted for quantum optimization and transmitted to a quantum optimizer. The quantum optimizer analyzes the data and responds with an optimized load leveling or load balancing process for distributing traffic across the information technology infrastructure devices. This optimized load leveling process is then implemented across the appropriate devices.",Applications of Quantum Computing
23901,Superconducting qubit and resonator system based on the Josephson ring modulator,"A superconducting quantum mechanical device includes first, second, third and fourth Josephson junctions connected in a bridge circuit having first, second and third resonance eigenmodes. The device also includes first and second capacitor pads. The first and second capacitor pads and the bridge circuit form a superconducting qubit having a resonance frequency corresponding to the first resonance eigenmode. The device further includes first and second resonator sections. The first and second resonator sections and the bridge circuit form a resonator having a resonance frequency corresponding to the second resonance eigenmode. The device also includes a source of magnetic flux arranged proximate the bridge circuit. The source of magnetic flux is configured to provide, during operation, a magnetic flux through the bridge circuit to cause coupling between the first, second and third resonance eigenmodes when the third resonance eigenmode is excited.",Methods of Building Qubits
25907,Techniques for quickly revising waveforms following calibration of a quantum system,"Techniques facilitating quick waveform revisions following quantum system calibrations. In one example, a system can comprise a processor that executes computer executable components stored in memory. The computer executable components comprise: a calibration component; and a regeneration component. The calibration component can identify a parameter of a directed graph changed by a calibration of a quantum system that occurs after generation of the directed graph. The regeneration component can revise the directed graph based on the identified parameter to generate an updated directed graph.",Models of Manipulating Qubits for Computation
19934,Quantum state measurement logic facilitating a quantum state measurement backend process,"Systems, computer-implemented methods, and computer program products to facilitate quantum state measurement logic used in a quantum state measurement backend process are provided. According to an embodiment, a system can comprise a memory that stores computer executable components and a processor that executes the computer executable components stored in the memory. The computer executable components can comprise a stage control register component that defines a data processing function corresponding to at least one storage element in at least one stage of a quantum state measurement pipeline.",Applications of Quantum Computing
21734,Method for constructing a fault tolerant encode using a quantum computational model,"A method for constructing an n-qubit fault tolerant encode for any k-qubit quantum gate M, in any given quantum code [n, k, C], comprising: choosing a number n−k of independent spinors Sr from the first stabilizer C and a first ordered set SC consists of the independent spinors Sr; choosing a number n−k of independent spinors Ŝr from a second stabilizer Ĉ in the intrinsic coordinate and a second ordered set Ŝr consists of the independent spinors Ŝr consist; implementing an encoding Qen, wherein the encoding Qen converts the first ordered set SC to the second ordered set SĈ, wherein the encoding Qen is a sequential product provided by sequential operations of a number n−k of unitary operators Qr; wherein each of the unitary operator Qr is composed of a single s-rotation or a product of two s-rotations; and wherein the encoding Qen converts and maps the rth independent spinor Sr in the first ordered set SC to the rth independent spinor Ŝr in the second ordered set SĈ correspondingly; a fault tolerant action Û in the quantum code [n, k, C] generated by the second stabilizer Ĉ in the intrinsic coordinate, wherein the fault tolerant action Û is a direct sum of a basis state operator Λ and a correction operator Ω; and acquiring a fault tolerant encode in the quantum code [n, k, C] generated by the first stabilizer C, wherein the fault tolerant encode is a sequential product of the encoding Qen, the fault tolerant action Û and a complex conjugate Qen�?of the encoding Qen.",Address Obstacles to Quantum Computation
29850,Streaming execution for a quantum processing system,"Interactions between a classical computing system and a quantum computing system can be structured to increase the effective memory available to hold instructions for a quantum processor. The system stores a schedule of compiled quantum processing instructions in a memory storage location on a classical computing system. A small program memory is included in close proximity to a control system for the quantum processor on the quantum computing system. The classical computing system sends a subset of instructions from the schedule of quantum instructions to the program memory. The control system manages execution of the instructions by accessing them at the program memory and configuring the quantum processor accordingly. While the quantum processor executes the instructions, additional instructions are transferred from the classical computing system to the program memory to await execution. The quantum system can execute many instructions quickly without idling while instructions are fetched from a large memory.",Methods of Building Qubits
10241,Quantum simulation of stochastic process,"A computing system receives a stochastic process with a plurality of trajectories over time t. The computing system determines a first quantum circuit that, when executed by a quantum computing system, prepares a mixed quantum state ρ�?in the quantum computing system, where �?approximates a mixed quantum state of the stochastic process and is defined by: where Pr[traj] is a probability of a trajectory of the stochastic process, |ψtraj is a quantum state representing a trajectory of the stochastic process and is defined by  where ƒ(t) is based on a value of the stochastic process at time t. ",Models of Manipulating Qubits for Computation
21491,Delivering signals to cryogenic environments via photonic links,"An operational environment is disclosed herein that includes a cryogenic environment and a signal source. The cryogenic environment includes a signal target, an optical link, signal converter devices, and an electrical link. Outside of the cryogenic environment, the signal source generates an electric signal. An electric-to-optical converter converts the electrical signal into an optical signal. The optical link delivers the optical signal into the cryogenic environment. Inside the cryogenic environment, an optical-to-electrical converter converts the optical signal back into an electrical signal. The optical-to-electrical converter transfers the electric signal to the signal target.",Methods of Building Qubits
24098,Quantum device,"A quantum device capable of securing terminals for external connection is provided. A quantum device according to an example embodiment includes a quantum chip 10, an interposer 20 on which the quantum chip 10 is mounted, and a socket 40 disposed so as to be opposed to the interposer 20, the socket 40 comprising a movable pin 47 and a housing 45 supporting the movable pin 47, in which at least one end of the movable pin 47, which includes the one end and the other end opposite to the one end, is movable relative to the housing 45, the one end being in electrical contact with a terminal of the interposer 20, and the other end is in an electrical contact with a terminal of a board 50 on which a connector 51 is formed, the connector 51 being configured to serve as an external input/output.",Methods of Building Qubits
19401,Correction of light-shift effects in trapped-ion quantum gates,"Aspects of the present disclosure relate generally to systems and methods for use in the implementation and/or operation of quantum information processing (QIP) systems, and more particularly, to the correction of light-shift effects in trapped-ion quantum gates. Techniques are described for light-shift correction of single qubit gates when the gates are implemented using counter-propagating Raman laser beams and when the gates are implemented using co-propagating Raman laser beams. Moreover, techniques are also described for light-shift correction of two-qubit gates.",Methods of Building Qubits
21403,Clock generation for a photonic quantum computer comprising a photon-pair source to convert the converted electrical pulses into a plurality of clock signals at a first repetition rate,"A system for generating clock signals for a photonic quantum computing system includes a pump photon source configured to generate a plurality of pump photon pulses at a first repetition rate, a waveguide optically coupled to the pump photon source, and a photon-pair source optically coupled to the first waveguide. The system also includes a photodetector optically coupled to the photon-pair source and configured to generate a plurality of electrical pulses in response to detection of at least a portion of the plurality of pump photon pulses at the first repetition rate and a clock generator coupled to the photodetector and configured to convert the plurality of electrical pulses into a plurality of clock signals at the first repetition rate.",Models of Manipulating Qubits for Computation
